#,ST,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount
1576,Oregon,Doctor,"$5,073.28","$57,709.00",$125.00,1/0/00,Personal Auto,SUV,$600.00
1577,Arizona,High School or Below,"$4,272.59","$81,132.00",$107.00,1/0/00,Corporate Auto,SUV,$419.11
1578,California,College,"$11,003.02","$22,926.00",$93.00,1/0/00,Corporate Auto,Four-Door Car,$479.93
1579,Arizona,College,"$14,181.64",$0.00,$72.00,1/2/00,Personal Auto,Four-Door Car,$345.60
1580,Washington,Bachelor,"$5,548.03","$67,798.00",$69.00,1/0/00,Personal Auto,Four-Door Car,$331.20
1581,Oregon,Bachelor,"$11,077.69","$78,011.00",$138.00,1/0/00,Personal Auto,SUV,$619.70
1582,Oregon,College,"$2,435.69","$32,931.00",$62.00,1/0/00,Personal Auto,Four-Door Car,$297.60
1583,California,Bachelor,"$8,743.85","$99,517.00",$109.00,1/0/00,Personal Auto,Four-Door Car,$239.91
1584,Arizona,Bachelor,"$2,409.76","$59,665.00",$62.00,1/1/00,Personal Auto,Two-Door Car,$167.14
1585,Washington,High School or Below,"$5,500.01","$86,073.00",$136.00,1/0/00,Corporate Auto,Sports Car,$333.57
1586,Arizona,High School or Below,"$8,528.29","$91,099.00",$107.00,1/0/00,Corporate Auto,SUV,$406.43
1587,Oregon,College,"$3,592.00","$28,013.00",$91.00,1/0/00,Personal Auto,Four-Door Car,$655.20
1588,Nevada,High School or Below,"$8,539.83","$55,478.00",$71.00,1/0/00,Personal Auto,Two-Door Car,$339.40
1589,Nevada,College,"$6,990.92","$22,568.00",$88.00,1/0/00,Corporate Auto,Four-Door Car,$422.40
1590,California,High School or Below,"$3,979.39",$0.00,$112.00,1/0/00,Personal Auto,SUV,$806.40
1591,Arizona,High School or Below,"$23,950.37","$39,335.00",$201.00,1/0/00,Corporate Auto,Luxury SUV,$964.80
1592,Oregon,College,"$2,321.05",$0.00,$66.00,1/0/00,Personal Auto,Two-Door Car,$508.70
1593,Oregon,College,"$5,087.02",$0.00,$72.00,1/0/00,Personal Auto,Four-Door Car,$345.60
1594,Oregon,College,"$4,362.93","$58,842.00",$110.00,1/0/00,Personal Auto,Four-Door Car,$528.00
1595,Oregon,Bachelor,"$7,457.47",$0.00,$69.00,1/0/00,Personal Auto,Four-Door Car,$678.21
1596,Oregon,College,"$7,027.76",$0.00,$102.00,1/0/00,Personal Auto,SUV,$489.60
1597,Oregon,Bachelor,"$2,831.68","$70,037.00",$70.00,1/0/00,Personal Auto,Four-Door Car,$409.99
1598,Nevada,High School or Below,"$4,217.86",$0.00,$62.00,1/0/00,Personal Auto,Two-Door Car,$446.40
1599,Nevada,College,"$7,596.29","$59,847.00",$192.00,1/0/00,Corporate Auto,Luxury Car,$921.60
1600,California,Bachelor,"$8,365.68","$26,630.00",$118.00,1/0/00,Personal Auto,Four-Door Car,$581.08
1601,Oregon,High School or Below,"$2,726.39","$48,039.00",$68.00,1/0/00,Personal Auto,Four-Door Car,$11.45
1602,California,High School or Below,"$3,420.45",$0.00,$92.00,1/0/00,Personal Auto,Four-Door Car,$441.60
1603,Arizona,High School or Below,"$4,839.11",$0.00,$137.00,1/0/00,Personal Auto,SUV,"$1,227.46"
1604,Arizona,Bachelor,"$4,358.55",$0.00,$118.00,1/0/00,Corporate Auto,Sports Car,$101.83
1605,Washington,Master,"$12,427.39","$15,818.00",$107.00,1/0/00,Personal Auto,Two-Door Car,$333.89
1606,Oregon,Doctor,"$23,515.85","$36,537.00",$85.00,1/0/00,Personal Auto,Four-Door Car,$165.31
1607,Arizona,Master,"$8,396.33",$0.00,$115.00,1/1/00,Personal Auto,SUV,$552.00
1608,Arizona,High School or Below,"$5,170.98","$53,603.00",$132.00,1/1/00,Personal Auto,Sports Car,$697.27
1609,Nevada,Doctor,"$5,585.31",$0.00,$80.00,1/0/00,Corporate Auto,Four-Door Car,$6.28
1610,California,Doctor,"$8,639.50","$92,374.00",$107.00,1/1/00,Personal Auto,SUV,$220.02
1611,California,High School or Below,"$5,281.83","$39,658.00",$66.00,1/0/00,Corporate Auto,Four-Door Car,$316.80
1612,Oregon,Bachelor,"$8,385.25",$0.00,$116.00,1/0/00,Personal Auto,Sports Car,$556.80
1613,Arizona,Bachelor,"$4,633.10",$0.00,$70.00,1/0/00,Personal Auto,Two-Door Car,$336.00
1614,California,High School or Below,"$2,480.39",$0.00,$65.00,1/0/00,Personal Auto,Four-Door Car,$328.31
1615,Arizona,High School or Below,"$3,618.69","$50,755.00",$91.00,1/0/00,Personal Auto,Two-Door Car,$436.80
1616,Washington,College,"$5,375.84","$69,050.00",$67.00,1/0/00,Personal Auto,Four-Door Car,$334.89
1617,Oregon,Bachelor,"$4,893.29",$0.00,$73.00,1/0/00,Corporate Auto,Four-Door Car,$680.05
1618,California,High School or Below,"$10,737.68","$50,607.00",$137.00,1/0/00,Personal Auto,SUV,$657.60
1619,Washington,College,"$2,607.82",$0.00,$70.00,1/1/00,Special Auto,Two-Door Car,$336.00
1620,Nevada,Bachelor,"$15,725.25",$0.00,$149.00,1/0/00,Corporate Auto,SUV,"$1,072.80"
1621,Nevada,College,"$9,553.42",$0.00,$146.00,1/0/00,Corporate Auto,SUV,"$1,051.20"
1622,Oregon,College,"$7,507.46","$60,920.00",$64.00,1/0/00,Personal Auto,Two-Door Car,$231.20
1623,California,Bachelor,"$7,324.93",$0.00,$105.00,1/0/00,Special Auto,Two-Door Car,$504.00
1624,Oregon,High School or Below,"$5,333.04","$55,674.00",$66.00,1/0/00,Personal Auto,Four-Door Car,$81.71
1625,California,College,"$12,767.23",$0.00,$189.00,1/0/00,Corporate Auto,Luxury Car,"$2,201.33"
1626,Washington,Bachelor,"$2,659.34","$24,495.00",$70.00,1/0/00,Personal Auto,Four-Door Car,$336.00
1627,Oregon,College,"$3,483.63","$42,983.00",$86.00,1/0/00,Personal Auto,Four-Door Car,$412.80
1628,Arizona,College,"$4,636.55","$26,802.00",$66.00,1/1/00,Special Auto,Two-Door Car,$316.80
1629,California,Doctor,"$17,530.04",$0.00,$97.00,1/0/00,Corporate Auto,Four-Door Car,$469.23
1630,Oregon,High School or Below,"$6,978.72","$53,808.00",$88.00,1/0/00,Personal Auto,Four-Door Car,$189.84
1631,Arizona,College,"$2,912.25","$93,403.00",$73.00,1/0/00,Personal Auto,Four-Door Car,$295.22
1632,Oregon,Bachelor,"$4,209.28","$26,435.00",$111.00,1/1/00,Corporate Auto,Four-Door Car,"$1,012.25"
1633,Oregon,Bachelor,"$5,009.81",$0.00,$68.00,1/0/00,Personal Auto,Four-Door Car,$326.40
1634,California,Bachelor,"$5,217.51","$39,854.00",$66.00,1/0/00,Personal Auto,Two-Door Car,$261.93
1635,Oregon,College,"$11,490.34",$0.00,$161.00,1/0/00,Personal Auto,SUV,"$1,052.93"
1636,Nevada,Master,"$2,864.54","$91,368.00",$71.00,1/0/00,Personal Auto,Four-Door Car,$395.33
1637,Arizona,Bachelor,"$8,403.91",$0.00,$115.00,1/0/00,Personal Auto,SUV,$552.00
1638,California,College,"$20,395.97","$92,850.00",$104.00,1/1/00,Personal Auto,Four-Door Car,$499.20
1639,Washington,Bachelor,"$5,292.63",$0.00,$70.00,1/0/00,Personal Auto,Two-Door Car,$336.00
1640,Arizona,Bachelor,"$16,727.77","$30,915.00",$72.00,1/2/00,Personal Auto,Four-Door Car,$345.60
1641,Arizona,Master,"$5,801.13","$48,927.00",$72.00,1/0/00,Personal Auto,Four-Door Car,$139.35
1642,Oregon,Bachelor,"$9,472.97",$0.00,$86.00,1/0/00,Personal Auto,Four-Door Car,$412.80
1643,Arizona,College,"$10,484.92","$61,108.00",$89.00,1/0/00,Personal Auto,Four-Door Car,$49.45
1644,Nevada,Master,"$4,387.31","$48,015.00",$110.00,1/0/00,Corporate Auto,Sports Car,$528.00
1645,Arizona,College,"$4,522.88",$0.00,$61.00,1/0/00,Personal Auto,Four-Door Car,$292.80
1646,Nevada,College,"$5,418.15","$57,587.00",$68.00,1/0/00,Personal Auto,Four-Door Car,$257.09
1647,Arizona,College,"$15,785.30","$81,119.00",$196.00,1/0/00,Corporate Auto,SUV,$940.80
1648,California,Bachelor,"$22,110.40","$65,724.00",$70.00,1/0/00,Personal Auto,Four-Door Car,$14.52
1649,Washington,High School or Below,"$13,596.20","$20,128.00",$70.00,1/2/00,Personal Auto,Four-Door Car,$336.00
1650,Oregon,High School or Below,"$4,756.13","$56,146.00",$119.00,1/0/00,Corporate Auto,Four-Door Car,$401.79
1651,California,Bachelor,"$2,447.05","$84,658.00",$62.00,1/0/00,Personal Auto,Four-Door Car,$44.78
1652,Nevada,College,"$5,675.92","$33,257.00",$72.00,1/1/00,Personal Auto,Four-Door Car,$345.60
1653,Washington,College,"$7,399.03",$0.00,$101.00,1/0/00,Personal Auto,SUV,$337.62
1654,Oregon,College,"$7,308.43","$31,115.00",$92.00,1/0/00,Personal Auto,Four-Door Car,$441.60
1655,Oregon,College,"$32,871.75","$78,487.00",$117.00,1/0/00,Personal Auto,SUV,$448.26
1656,Oregon,Bachelor,"$5,228.92","$92,472.00",$65.00,1/0/00,Corporate Auto,Four-Door Car,$240.22
1657,Arizona,High School or Below,"$20,700.86",$0.00,$64.00,1/0/00,Personal Auto,Four-Door Car,$460.80
1658,Washington,Master,"$6,333.03","$71,737.00",$79.00,1/0/00,Personal Auto,Two-Door Car,$338.80
1659,California,College,"$4,330.39","$60,475.00",$107.00,1/0/00,Personal Auto,Four-Door Car,$513.60
1660,Arizona,Bachelor,"$6,292.74","$26,577.00",$79.00,1/0/00,Personal Auto,Four-Door Car,$73.72
1661,Arizona,High School or Below,"$4,917.89",$0.00,$71.00,1/0/00,Personal Auto,Two-Door Car,$511.20
1662,California,High School or Below,"$5,165.81","$43,461.00",$64.00,1/0/00,Personal Auto,Two-Door Car,$307.20
1663,Oregon,High School or Below,"$6,291.59",$0.00,$94.00,1/0/00,Personal Auto,Two-Door Car,$676.80
1664,Oregon,Master,"$4,582.67","$69,085.00",$113.00,1/0/00,Corporate Auto,Sports Car,$472.27
1665,California,High School or Below,"$6,062.44",$0.00,$84.00,1/0/00,Personal Auto,Four-Door Car,$604.80
1666,Washington,High School or Below,"$4,979.08",$0.00,$71.00,1/0/00,Personal Auto,Two-Door Car,$340.80
1667,California,College,"$5,830.56",$0.00,$77.00,1/0/00,Corporate Auto,Four-Door Car,$783.43
1668,California,High School or Below,"$3,742.58",$0.00,$110.00,1/1/00,Personal Auto,Sports Car,"$1,272.55"
1669,Oregon,High School or Below,"$3,849.60",$0.00,$106.00,1/0/00,Personal Auto,Sports Car,$763.20
1670,Arizona,High School or Below,"$15,265.81","$58,361.00",$95.00,1/0/00,Personal Auto,Four-Door Car,$43.60
1671,Arizona,College,"$5,317.81","$74,092.00",$67.00,1/0/00,Personal Auto,Four-Door Car,$321.60
1672,California,College,"$2,374.81",$0.00,$64.00,1/0/00,Corporate Auto,Four-Door Car,$380.82
1673,Washington,College,"$5,532.86","$59,768.00",$71.00,1/1/00,Personal Auto,Four-Door Car,$340.80
1674,Washington,Master,"$5,719.79","$54,585.00","$7,575.00",1/1/00,Personal Auto,Two-Door Car,$340.80
1675,Oregon,High School or Below,"$4,512.20",$0.00,$125.00,1/0/00,Corporate Auto,SUV,$900.00
1676,California,Bachelor,"$7,264.80","$12,075.00",$94.00,1/0/00,Personal Auto,Four-Door Car,$451.20
1677,California,College,"$8,658.86","$62,464.00",$109.00,1/0/00,Personal Auto,Sports Car,$400.18
1678,Oregon,College,"$5,498.94","$22,520.00",$73.00,1/0/00,Personal Auto,Four-Door Car,$350.40
1679,Arizona,High School or Below,"$5,599.38","$35,012.00",$72.00,1/0/00,Personal Auto,Four-Door Car,$345.60
1680,Arizona,College,"$15,228.20","$95,140.00",$126.00,1/0/00,Personal Auto,Sports Car,$45.05
1681,Nevada,High School or Below,"$3,644.83","$82,477.00",$90.00,1/0/00,Corporate Auto,Two-Door Car,$432.00
1682,California,Master,"$3,693.44","$85,871.00",$92.00,1/1/00,Personal Auto,Four-Door Car,$112.63
1683,Washington,High School or Below,"$9,388.16","$75,264.00",$78.00,1/0/00,Personal Auto,Four-Door Car,$343.34
1684,Washington,High School or Below,"$31,162.69","$83,170.00",$97.00,1/0/00,Personal Auto,Four-Door Car,$344.12
1685,California,High School or Below,"$9,283.74","$24,314.00",$235.00,1/0/00,Personal Auto,Luxury SUV,"$1,128.00"
1686,Oregon,Master,"$2,551.23","$79,751.00",$63.00,1/0/00,Corporate Auto,Two-Door Car,$392.24
1687,Nevada,High School or Below,"$5,811.92","$83,318.00",$72.00,1/0/00,Corporate Auto,Four-Door Car,$345.60
1688,Oregon,Master,"$4,064.67","$26,161.00",$109.00,1/0/00,Personal Auto,Sports Car,$594.44
1689,California,Bachelor,"$2,841.44","$30,473.00",$72.00,1/0/00,Corporate Auto,Four-Door Car,$450.08
1690,Nevada,College,"$6,832.13","$50,472.00",$87.00,1/0/00,Corporate Auto,Four-Door Car,$281.16
1691,Nevada,Master,"$5,201.97","$94,186.00",$64.00,1/0/00,Personal Auto,Four-Door Car,$135.34
1692,Arizona,High School or Below,"$5,484.59","$47,611.00",$69.00,1/0/00,Corporate Auto,Four-Door Car,$593.65
1693,California,High School or Below,"$7,672.68",$0.00,$103.00,1/0/00,Personal Auto,Four-Door Car,$518.72
1694,Oregon,High School or Below,"$8,272.49","$91,245.00",$69.00,1/0/00,Corporate Auto,Four-Door Car,$19.25
1695,Arizona,High School or Below,"$3,330.67","$45,944.00",$83.00,1/0/00,Personal Auto,Two-Door Car,$182.95
1696,California,College,"$5,562.46","$59,649.00",$69.00,1/1/00,Personal Auto,Four-Door Car,$167.74
1697,Oregon,Bachelor,"$2,452.74","$52,785.00",$61.00,1/0/00,Corporate Auto,Two-Door Car,$45.72
1698,Oregon,High School or Below,"$7,920.28","$59,648.00",$66.00,1/0/00,Personal Auto,Four-Door Car,$316.80
1699,Oregon,College,"$3,861.49","$93,272.00",$95.00,1/0/00,Corporate Auto,Four-Door Car,$281.11
1700,Arizona,Bachelor,"$5,764.78","$22,134.00",$72.00,1/0/00,Corporate Auto,Four-Door Car,$445.88
1701,Washington,High School or Below,"$2,593.90",$0.00,$72.00,1/0/00,Personal Auto,Four-Door Car,$345.60
1702,Arizona,Master,"$2,882.35","$87,798.00",$71.00,1/0/00,Personal Auto,Two-Door Car,$204.45
1703,California,Bachelor,"$2,213.19",$0.00,$63.00,1/0/00,Personal Auto,Four-Door Car,$305.55
1704,California,Master,"$9,429.63","$43,811.00",$117.00,1/0/00,Personal Auto,Sports Car,$571.14
1705,California,College,"$6,239.26",$0.00,$91.00,1/0/00,Corporate Auto,Two-Door Car,$655.20
1706,Nevada,Bachelor,"$7,668.81","$92,456.00",$95.00,1/0/00,Special Auto,Four-Door Car,$456.00
1707,California,High School or Below,"$13,770.98","$59,207.00",$116.00,1/0/00,Personal Auto,Four-Door Car,$556.80
1708,California,High School or Below,"$2,742.84","$64,519.00",$69.00,1/1/00,Corporate Auto,Four-Door Car,$331.20
1709,Oregon,High School or Below,"$13,466.92","$11,432.00",$119.00,1/0/00,Personal Auto,SUV,$571.20
1710,Nevada,College,"$8,858.35",$0.00,$80.00,1/0/00,Personal Auto,Two-Door Car,$81.26
1711,California,High School or Below,"$8,485.33","$32,607.00",$111.00,1/1/00,Corporate Auto,SUV,$532.80
1712,Arizona,High School or Below,"$7,744.64","$26,444.00",$196.00,1/0/00,Personal Auto,Luxury Car,$940.80
1713,Oregon,High School or Below,"$5,894.91","$39,381.00",$74.00,1/1/00,Personal Auto,Four-Door Car,$355.20
1714,Nevada,College,"$5,770.68",$0.00,$83.00,1/0/00,Personal Auto,Four-Door Car,$946.35
1715,Oregon,High School or Below,"$5,261.12","$90,217.00",$66.00,1/1/00,Personal Auto,Four-Door Car,$316.80
1716,Oregon,High School or Below,"$2,403.54","$24,248.00",$70.00,1/3/00,Personal Auto,Four-Door Car,$336.00
1717,Arizona,Bachelor,"$9,124.60","$99,368.00",$113.00,1/0/00,Personal Auto,Four-Door Car,$82.43
1718,Arizona,High School or Below,"$26,180.81","$68,189.00",$82.00,1/1/00,Special Auto,Four-Door Car,$343.12
1719,Nevada,Master,"$15,641.26","$32,370.00",$130.00,1/0/00,Corporate Auto,SUV,$487.74
1720,Arizona,Master,"$2,574.02","$34,990.00",$65.00,1/0/00,Personal Auto,Four-Door Car,$42.69
1721,California,High School or Below,"$5,319.84","$25,714.00",$67.00,1/0/00,Personal Auto,Two-Door Car,$321.60
1722,Oregon,College,"$7,496.01","$61,091.00",$95.00,1/0/00,Personal Auto,Two-Door Car,$409.87
1723,Arizona,College,"$12,174.59","$88,184.00",$104.00,1/3/00,Personal Auto,Four-Door Car,$240.18
1724,California,College,"$2,605.57","$60,252.00",$65.00,1/0/00,Personal Auto,Four-Door Car,$182.44
1725,Oregon,College,"$2,707.21","$80,985.00",$67.00,1/0/00,Personal Auto,Four-Door Car,$124.93
1726,Washington,College,"$2,794.91","$39,783.00",$72.00,1/0/00,Personal Auto,Two-Door Car,$345.60
1727,California,High School or Below,"$8,819.02","$99,845.00",$110.00,1/1/00,Personal Auto,SUV,$528.00
1728,Washington,Bachelor,"$5,345.99",$0.00,$72.00,1/0/00,Personal Auto,Four-Door Car,$345.60
1729,Oregon,College,"$8,169.51","$40,803.00",$71.00,1/3/00,Personal Auto,Four-Door Car,$122.91
1730,Oregon,College,"$7,708.88","$71,134.00",$98.00,1/3/00,Personal Auto,Two-Door Car,$196.37
1731,Arizona,Bachelor,"$5,528.21","$36,088.00",$72.00,1/0/00,Personal Auto,Four-Door Car,$345.60
1732,Nevada,College,"$12,128.45","$29,431.00",$103.00,1/0/00,Personal Auto,SUV,$237.90
1733,Washington,Bachelor,"$5,528.21","$36,088.00",$72.00,1/0/00,Personal Auto,Four-Door Car,$345.60
1734,Oregon,College,"$6,796.84","$17,937.00",$65.00,1/0/00,Personal Auto,Two-Door Car,$312.00
1735,Arizona,Bachelor,"$2,867.31","$23,376.00",$78.00,1/0/00,Personal Auto,Four-Door Car,$374.40
1736,California,Doctor,"$2,395.57","$21,986.00",$63.00,1/0/00,Personal Auto,Two-Door Car,$333.70
1737,Arizona,Bachelor,"$7,094.17","$23,032.00",$89.00,1/0/00,Corporate Auto,Four-Door Car,$427.20
1738,Oregon,College,"$4,128.09","$32,114.00",$104.00,1/0/00,Corporate Auto,SUV,$445.29
1739,California,Bachelor,"$4,046.94","$13,330.00",$117.00,1/0/00,Corporate Auto,SUV,$561.60
1740,California,College,"$4,869.28","$44,934.00",$61.00,1/0/00,Personal Auto,Four-Door Car,$357.93
1741,Oregon,College,"$2,902.15","$96,137.00",$73.00,1/2/00,Corporate Auto,Two-Door Car,$67.49
1742,Oregon,College,"$4,282.95","$40,864.00",$109.00,1/1/00,Personal Auto,SUV,$166.94
1743,California,College,"$7,750.12","$22,668.00",$67.00,1/1/00,Personal Auto,Four-Door Car,$33.72
1744,Oregon,College,"$6,627.17","$90,751.00",$82.00,1/1/00,Personal Auto,Two-Door Car,$315.83
1745,Oregon,College,"$7,474.61","$44,186.00",$64.00,1/2/00,Personal Auto,Four-Door Car,$295.05
1746,Oregon,College,"$5,561.29","$92,678.00",$70.00,1/0/00,Personal Auto,Four-Door Car,$34.69
1747,Arizona,Bachelor,"$6,098.46","$74,257.00",$76.00,1/0/00,Personal Auto,Four-Door Car,$214.59
1748,California,Bachelor,"$2,859.53","$99,981.00",$71.00,1/0/00,Special Auto,Four-Door Car,$204.87
1749,Arizona,College,"$5,994.42",$0.00,$91.00,1/0/00,Personal Auto,Four-Door Car,$655.20
1750,Arizona,College,"$5,635.25","$19,591.00",$74.00,1/0/00,Personal Auto,Two-Door Car,$95.93
1751,California,College,"$5,067.21","$29,095.00",$127.00,1/0/00,Personal Auto,SUV,$664.28
1752,Oregon,Bachelor,"$2,263.28",$0.00,$62.00,1/0/00,Corporate Auto,Four-Door Car,$389.75
1753,Arizona,Master,"$14,435.67","$60,880.00",$119.00,1/0/00,Corporate Auto,Two-Door Car,$109.91
1754,Arizona,Bachelor,"$4,928.40","$61,785.00",$61.00,1/0/00,Personal Auto,Two-Door Car,$271.11
1755,Oregon,Bachelor,"$12,036.62","$44,428.00",$104.00,1/0/00,Special Auto,SUV,$499.20
1756,California,High School or Below,"$8,564.77","$95,697.00",$107.00,1/0/00,Personal Auto,Sports Car,$178.01
1757,California,Bachelor,"$2,361.88","$18,064.00",$63.00,1/2/00,Personal Auto,Four-Door Car,$182.96
1758,California,High School or Below,"$5,565.69","$74,720.00",$70.00,1/0/00,Personal Auto,Two-Door Car,$200.81
1759,California,Bachelor,"$5,146.81","$22,594.00",$67.00,1/0/00,Personal Auto,Four-Door Car,$321.60
1760,Arizona,Bachelor,"$2,938.08","$40,987.00",$73.00,1/0/00,Personal Auto,Four-Door Car,$329.01
1761,Nevada,High School or Below,"$14,432.75","$24,561.00",$126.00,1/0/00,Personal Auto,SUV,$853.47
1762,California,College,"$13,027.42","$76,456.00",$83.00,1/1/00,Personal Auto,Four-Door Car,$42.69
1763,California,College,"$2,451.99","$65,828.00",$62.00,1/0/00,Personal Auto,Four-Door Car,$297.60
1764,Oregon,College,"$4,661.98",$0.00,$68.00,1/1/00,Personal Auto,Four-Door Car,$489.60
1765,Arizona,Bachelor,"$5,600.01","$63,621.00",$70.00,1/0/00,Personal Auto,Four-Door Car,$444.62
1766,Arizona,College,"$4,016.13","$10,074.00",$107.00,1/0/00,Corporate Auto,SUV,$109.00
1767,Oregon,College,"$22,195.80","$78,965.00",$183.00,1/0/00,Personal Auto,Luxury Car,$145.59
1768,Nevada,College,"$7,343.35",$0.00,$68.00,1/0/00,Personal Auto,Four-Door Car,$479.03
1769,Arizona,Bachelor,"$4,804.51","$23,604.00",$64.00,1/0/00,Corporate Auto,Two-Door Car,$460.80
1770,Oregon,College,"$2,735.54","$99,205.00",$68.00,1/0/00,Personal Auto,Two-Door Car,$323.25
1771,Arizona,College,"$6,940.97",$0.00,$92.00,1/0/00,Personal Auto,Two-Door Car,$441.60
1772,California,Bachelor,"$2,396.22",$0.00,$66.00,1/2/00,Corporate Auto,Four-Door Car,$433.16
1773,Nevada,College,"$5,380.90","$55,350.00",$67.00,1/0/00,Personal Auto,Four-Door Car,$321.60
1774,Oregon,College,"$8,432.82","$21,052.00",$111.00,1/0/00,Corporate Auto,SUV,$453.58
1775,Oregon,High School or Below,"$7,556.51",$0.00,$69.00,1/0/00,Personal Auto,Four-Door Car,$496.80
1776,Arizona,High School or Below,"$7,787.43","$24,664.00",$69.00,1/0/00,Corporate Auto,Four-Door Car,$496.80
1777,Nevada,College,"$4,787.81","$45,225.00",$124.00,1/0/00,Corporate Auto,Sports Car,$209.18
1778,California,College,"$9,707.65","$30,430.00",$86.00,1/0/00,Special Auto,Four-Door Car,$425.66
1779,California,Bachelor,"$2,552.23","$35,149.00",$64.00,1/0/00,Personal Auto,Two-Door Car,$120.48
1780,California,Bachelor,"$5,223.43","$16,513.00",$71.00,1/0/00,Personal Auto,Four-Door Car,$340.80
1781,Nevada,High School or Below,"$5,010.45","$10,892.00",$66.00,1/0/00,Personal Auto,Four-Door Car,$316.80
1782,Washington,High School or Below,"$5,608.32","$67,176.00",$72.00,1/0/00,Personal Auto,Four-Door Car,$345.60
1783,Oregon,College,"$4,457.94","$54,704.00",$113.00,1/0/00,Personal Auto,SUV,$468.18
1784,Oregon,Doctor,"$8,200.79","$25,381.00",$71.00,1/0/00,Personal Auto,Four-Door Car,$340.80
1785,Oregon,High School or Below,"$2,746.08",$0.00,$74.00,1/0/00,Personal Auto,Four-Door Car,$355.20
1786,Oregon,Bachelor,"$10,215.78","$18,150.00",$67.00,1/0/00,Corporate Auto,Four-Door Car,$220.30
1787,California,Bachelor,"$2,453.57","$29,735.00",$69.00,1/0/00,Personal Auto,Four-Door Car,$331.20
1788,Nevada,College,"$5,872.96","$77,156.00",$73.00,1/0/00,Personal Auto,Four-Door Car,$445.82
1789,Oregon,College,"$3,118.93","$88,782.00",$78.00,1/0/00,Personal Auto,Four-Door Car,$357.76
1790,California,College,"$5,568.66","$51,489.00",$139.00,1/0/00,Personal Auto,SUV,$236.74
1791,California,Bachelor,"$9,029.71","$16,972.00",$125.00,1/0/00,Personal Auto,SUV,$600.00
1792,California,Bachelor,"$7,591.83","$99,359.00",$95.00,1/0/00,Personal Auto,Two-Door Car,$233.27
1793,Arizona,College,"$2,255.31","$58,289.00",$62.00,1/4/00,Personal Auto,Two-Door Car,$297.60
1794,Oregon,Doctor,"$32,613.69","$45,173.00",$268.00,1/0/00,Personal Auto,Luxury Car,"$1,286.40"
1795,California,Bachelor,"$9,445.65","$93,246.00",$78.00,1/0/00,Personal Auto,Two-Door Car,$41.63
1796,Arizona,High School or Below,"$6,803.60","$43,758.00",$171.00,1/0/00,Corporate Auto,SUV,"$1,129.93"
1797,Oregon,Bachelor,"$9,766.22","$75,651.00",$81.00,1/0/00,Personal Auto,Four-Door Car,$375.11
1798,Arizona,Doctor,"$7,294.85",$0.00,$67.00,1/0/00,Personal Auto,Four-Door Car,$321.60
1799,Oregon,Doctor,"$5,682.52","$36,938.00",$70.00,1/0/00,Special Auto,Four-Door Car,$244.80
1800,California,Bachelor,"$6,332.94","$50,843.00",$82.00,1/0/00,Personal Auto,Two-Door Car,$393.60
1801,California,Bachelor,"$4,916.58","$21,907.00",$62.00,1/0/00,Personal Auto,Four-Door Car,$2.96
1802,California,Bachelor,"$4,798.24","$77,846.00",$119.00,1/0/00,Personal Auto,Sports Car,$342.47
1803,Washington,Bachelor,"$5,643.80","$41,043.00",$72.00,1/0/00,Personal Auto,Four-Door Car,$345.60
1804,Arizona,High School or Below,"$9,247.46","$97,030.00",$76.00,1/0/00,Corporate Auto,Four-Door Car,$416.64
1805,Oregon,High School or Below,"$7,322.93","$80,864.00",$182.00,1/0/00,Personal Auto,Luxury SUV,$618.21
1806,Nevada,College,"$8,275.90","$48,197.00",$106.00,1/0/00,Personal Auto,Four-Door Car,$508.80
1807,California,Doctor,"$5,635.40","$70,837.00",$73.00,1/4/00,Personal Auto,Four-Door Car,$362.74
1808,Arizona,High School or Below,"$14,970.29","$85,297.00",$93.00,1/0/00,Special Auto,Two-Door Car,$620.01
1809,Oregon,Master,"$9,336.34","$70,177.00",$115.00,1/0/00,Personal Auto,Four-Door Car,$225.52
1810,Nevada,College,"$48,356.96","$52,499.00",$138.00,1/0/00,Personal Auto,SUV,"$1,171.54"
1811,Oregon,College,"$5,686.92","$63,143.00",$71.00,1/0/00,Corporate Auto,Four-Door Car,$340.80
1812,Oregon,Bachelor,"$8,622.84","$97,361.00",$73.00,1/0/00,Personal Auto,Four-Door Car,$350.40
1813,Nevada,High School or Below,"$5,079.67","$50,052.00",$130.00,1/0/00,Personal Auto,Sports Car,$624.00
1814,Arizona,Bachelor,"$5,623.31","$11,612.00",$71.00,1/0/00,Personal Auto,Four-Door Car,$340.80
1815,Arizona,High School or Below,"$5,270.01","$78,115.00",$65.00,1/0/00,Personal Auto,Four-Door Car,$255.45
1816,California,Master,"$8,621.17","$81,947.00",$71.00,1/0/00,Personal Auto,Two-Door Car,$203.99
1817,Oregon,College,"$7,918.33","$44,698.00",$211.00,1/4/00,Personal Auto,Luxury Car,"$1,012.80"
1818,California,High School or Below,"$21,034.02","$26,876.00",$66.00,1/0/00,Personal Auto,Four-Door Car,$219.21
1819,Oregon,College,"$15,417.68","$69,841.00",$192.00,1/0/00,Personal Auto,Luxury SUV,$878.81
1820,Oregon,High School or Below,"$8,692.64","$97,768.00",$72.00,1/0/00,Personal Auto,Two-Door Car,$151.84
